Day,Time,Group,Food Name,Amount,Energy (kcal),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2025-05-11,,"Dinner","Rice, White, Long-Grain, Regular, Enriched, Cooked","0.50 cup",102.70,0.13,0.01,1.17,0.31,0.07,0.00,33.81,0.00,0.00,0.00,0.03,0.00,7.90,0.05,0.95,9.48,0.37,33.97,27.65,5.93,0.79,0.39,22.25,0.27,18.17,0.02,0.00,21.97,0.22,0.00,0.07,0.06,0.06,0.00,0.01,0.05,0.04,0.05,0.09,0.18,0.08,0.05,0.11,2.13,0.08,0.02,0.07,0.13,"Cereal Grains and Pasta"
2025-05-11,,"Dinner","Hummus","80.00 g",172.88,0.10,0.05,0.59,0.19,0.13,0.00,33.76,1.77,0.64,0.00,0.91,4.96,38.08,0.28,1.32,44.62,0.60,107.32,112.07,5.65,132.06,0.86,13.36,4.05,7.89,2.27,0.00,9.26,11.73,0.00,5.84,3.25,1.56,0.05,0.08,3.07,0.08,0.15,0.23,0.40,0.30,0.11,0.29,5.39,0.21,0.06,0.16,0.25,"Legumes and Legume Products"
2025-05-11,,"Dinner","Habibi's, Toum, Garlic Sauce & Spread","2.00 x 2.0 tbsp",360.00,,,,,,,,0.00,0.00,,,,0.00,,0.00,,,,,,440.00,,6.00,2.00,,0.00,,4.00,36.00,0.00,,,3.00,0.00,,,,,,,,,,2.00,,,,,"Soups, Sauces, and Gravies"
2025-05-12,,"Breakfast","Bread with Peanut Butter and Banana","1.00 full recipe",478.01,0.09,0.06,4.73,0.62,0.30,0.00,38.70,0.73,9.35,0.00,3.03,0.17,53.89,0.21,2.28,153.48,0.73,124.76,427.71,1.32,298.07,2.43,57.13,11.01,3.93,16.65,2.53,46.04,22.68,0.00,8.39,4.10,4.16,0.02,0.03,3.98,0.08,0.22,0.21,0.53,0.25,0.09,0.41,20.09,0.18,0.08,0.27,0.28,""
2025-05-12,,"Breakfast","Nutty Pudding","1.00 full recipe",801.23,0.79,0.18,3.54,0.83,0.69,0.00,77.09,1.36,10.79,0.00,4.08,3.54,207.48,0.91,7.28,231.69,6.96,601.43,615.55,58.33,350.92,4.25,59.73,25.42,6.01,20.56,0.06,34.28,47.39,0.00,18.67,16.94,7.73,0.03,6.14,10.69,0.22,0.38,0.58,1.04,0.60,0.28,0.78,52.78,0.58,0.21,0.52,0.74,"Meals, Entrees, and Sidedishes"
2025-05-12,,"Breakfast","Uncle Tobys, Rolled Oats, Fruit Variety","1.00 sachet",133.75,,,,,,,,,,,,,,,,,,,,,8.00,,25.60,2.60,,7.40,,23.00,2.50,,,,0.50,,,,,,,,,,,3.60,,,,,"Breakfast Cereals"
2025-05-12,,"Breakfast","AM Supplements 05052025","1.00 full recipe",,7.50,4.50,65.00,7.50,7.50,2507.50,45.00,,215.00,1332.00,,100.00,333.33,,,,,,,,20.00,5.00,0.50,,,,,0.50,,,,,,,1.80,,,,,,1.00,,,,,,,,""
2025-05-12,,"Lunch","Super Veggie","1.20 Serving",758.77,1.31,0.58,5.67,4.34,1.28,0.00,732.03,59.65,224.50,0.00,5.72,219.42,219.38,1.28,11.81,177.23,2.88,642.59,1989.85,9.26,112.55,5.78,109.49,21.06,59.59,22.02,0.00,88.23,23.33,0.00,13.36,5.53,3.30,0.03,0.97,4.45,0.50,1.06,1.56,2.60,2.58,0.42,1.81,38.86,1.38,0.39,1.00,1.94,""
2025-05-12,,"Lunch","Tea Supplement","1.00 full recipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,""
2025-05-12,,"Dinner","Lentil Bolognese","1.10 Serving",283.39,1.13,0.27,3.50,1.32,0.62,0.01,275.76,409.76,29.70,0.00,1.84,19.13,232.85,0.55,6.43,83.24,1.06,315.65,1106.68,5.92,500.07,2.32,52.10,16.14,19.98,10.47,0.00,35.75,2.25,0.00,0.24,0.66,0.24,0.00,0.09,0.34,0.21,0.40,0.63,1.02,0.97,0.14,0.70,20.05,0.62,0.14,0.40,0.70,""
2025-05-12,,"Dinner","Pasta, Whole Wheat, Cooked","250.00 g",372.50,0.39,0.25,7.81,0.67,0.23,0.00,52.50,0.42,0.00,0.00,0.58,1.50,32.50,0.56,4.30,135.00,3.30,317.50,240.00,90.75,10.00,3.35,75.18,9.75,63.78,1.88,0.00,65.43,4.28,0.00,0.44,1.43,0.61,0.00,0.09,1.35,0.31,0.35,0.58,1.02,0.33,0.24,0.75,14.98,0.40,0.19,0.39,0.65,"Cereal Grains and Pasta"
2025-05-12,,"Dinner","Parmesan Cheese, Dry, Grated","2.00 tbsp, grated",52.50,0.00,0.04,0.01,0.06,0.01,0.17,0.75,32.63,0.00,2.62,0.07,0.21,106.62,0.00,0.06,4.25,0.01,78.37,22.50,4.30,225.49,0.52,1.74,0.00,0.00,0.01,0.00,1.74,3.48,10.75,0.89,0.17,1.92,0.11,0.01,0.11,0.01,0.10,0.18,0.34,0.28,0.09,0.19,3.55,0.13,0.05,0.21,0.23,"Dairy and Egg Products"
2025-05-13,,"Breakfast","Nutty Pudding","1.00 full recipe",801.23,0.79,0.18,3.54,0.83,0.69,0.00,77.09,1.36,10.79,0.00,4.08,3.54,207.48,0.91,7.28,231.69,6.96,601.43,615.55,58.33,350.92,4.25,59.73,25.42,6.01,20.56,0.06,34.28,47.39,0.00,18.67,16.94,7.73,0.03,6.14,10.69,0.22,0.38,0.58,1.04,0.60,0.28,0.78,52.78,0.58,0.21,0.52,0.74,"Meals, Entrees, and Sidedishes"
2025-05-13,,"Breakfast","Bread with Peanut Butter and Banana","1.00 full recipe",478.01,0.09,0.06,4.73,0.62,0.30,0.00,38.70,0.73,9.35,0.00,3.03,0.17,53.89,0.21,2.28,153.48,0.73,124.76,427.71,1.32,298.07,2.43,57.13,11.01,3.93,16.65,2.53,46.04,22.68,0.00,8.39,4.10,4.16,0.02,0.03,3.98,0.08,0.22,0.21,0.53,0.25,0.09,0.41,20.09,0.18,0.08,0.27,0.28,""
2025-05-13,,"Lunch","Super Veggie","1.20 Serving",758.77,1.31,0.58,5.67,4.34,1.28,0.00,732.03,59.65,224.50,0.00,5.72,219.42,219.38,1.28,11.81,177.23,2.88,642.59,1989.85,9.26,112.55,5.78,109.49,21.06,59.59,22.02,0.00,88.23,23.33,0.00,13.36,5.53,3.30,0.03,0.97,4.45,0.50,1.06,1.56,2.60,2.58,0.42,1.81,38.86,1.38,0.39,1.00,1.94,""
2025-05-13,,"Lunch","Overnight Oats","1.00 full recipe",729.15,0.68,0.55,2.19,1.89,0.30,0.00,62.82,14.09,0.59,0.00,2.77,3.73,114.91,0.83,6.63,234.80,6.24,726.23,796.44,48.06,13.34,5.24,135.64,20.54,89.04,20.31,11.90,115.05,12.18,0.00,4.21,4.98,2.02,0.00,0.16,4.82,0.70,0.45,0.82,1.56,1.01,0.34,1.06,21.87,0.63,0.30,0.62,1.10,""
2025-05-13,,"Dinner","Naan, Indian Tandoori Flatbread","50.00 g",162.26,0.33,0.19,2.06,0.27,0.04,0.07,74.77,53.02,0.10,6.76,0.12,0.53,30.68,0.06,1.57,12.53,0.21,58.13,72.47,9.76,159.47,0.42,21.64,0.81,19.59,1.02,0.00,20.83,6.10,16.23,1.20,0.37,3.15,0.20,0.04,0.32,0.10,0.11,0.19,0.36,0.16,0.09,0.24,4.97,0.15,0.05,0.15,0.24,"Baked Products"
2025-05-13,,"Dinner","Fish, salmon, king, with skin, kippered, (Alaska Native)","200.00 g",418.00,0.09,0.40,17.22,1.64,0.76,7.30,6.00,24.00,,92.00,0.84,,110.00,0.30,1.10,58.00,0.07,540.00,780.00,61.00,1740.00,1.54,,,,,,,25.90,134.00,11.72,4.18,4.88,,3.06,0.38,0.40,1.10,1.82,3.31,3.80,1.25,1.80,46.38,2.04,0.51,1.51,2.23,"Ethnic Foods"
2025-05-13,,"Dinner","Green Olives","5.00 extra large",47.85,0.01,0.00,0.08,0.01,0.01,0.00,0.99,6.48,0.00,0.00,1.26,0.46,17.16,0.04,0.16,3.63,0.01,1.32,13.86,0.30,513.48,0.01,1.27,1.09,0.00,0.01,0.00,0.17,5.06,0.00,3.73,0.43,0.67,0.00,0.03,0.40,0.00,0.01,0.01,0.02,0.01,0.00,0.01,0.34,0.01,0.00,0.01,0.02,"Vegetables and Vegetable Products"
2025-05-13,,"Dinner","Tiramisu","2.00 tbsp",66.78,0.02,0.05,0.14,0.14,0.01,0.06,6.17,44.84,0.03,8.67,0.22,0.46,16.27,0.01,0.15,2.66,0.01,23.05,24.15,2.36,33.12,0.13,4.73,0.04,0.90,3.69,3.12,4.68,4.78,34.51,1.11,0.32,2.59,0.14,0.03,0.22,0.02,0.03,0.06,0.11,0.08,0.03,0.05,1.16,0.05,0.01,0.05,0.07,"Sweets"
2025-05-14,,"Breakfast","AM Supplements 05052025","1.00 full recipe",,7.50,4.50,65.00,7.50,7.50,2507.50,45.00,,215.00,1332.00,,100.00,333.33,,,,,,,,20.00,5.00,0.50,,,,,0.50,,,,,,,1.80,,,,,,1.00,,,,,,,,""
2025-05-14,,"Breakfast","Bread with Peanut Butter and Banana","1.00 full recipe",478.01,0.09,0.06,4.73,0.62,0.30,0.00,38.70,0.73,9.35,0.00,3.03,0.17,53.89,0.21,2.28,153.48,0.73,124.76,427.71,1.32,298.07,2.43,57.13,11.01,3.93,16.65,2.53,46.04,22.68,0.00,8.39,4.10,4.16,0.02,0.03,3.98,0.08,0.22,0.21,0.53,0.25,0.09,0.41,20.09,0.18,0.08,0.27,0.28,""
2025-05-14,,"Breakfast","Nutty Pudding","1.00 full recipe",801.23,0.79,0.18,3.54,0.83,0.69,0.00,77.09,1.36,10.79,0.00,4.08,3.54,207.48,0.91,7.28,231.69,6.96,601.43,615.55,58.33,350.92,4.25,59.73,25.42,6.01,20.56,0.06,34.28,47.39,0.00,18.67,16.94,7.73,0.03,6.14,10.69,0.22,0.38,0.58,1.04,0.60,0.28,0.78,52.78,0.58,0.21,0.52,0.74,"Meals, Entrees, and Sidedishes"
2025-05-14,,"Lunch","Lentil Bolognese","1.00 Serving",257.63,1.03,0.25,3.18,1.20,0.56,0.00,250.69,372.51,27.00,0.00,1.67,17.40,211.68,0.50,5.84,75.67,0.97,286.96,1006.07,5.38,454.61,2.11,47.37,14.67,18.16,9.52,0.00,32.50,2.05,0.00,0.22,0.60,0.22,0.00,0.08,0.31,0.19,0.36,0.57,0.93,0.88,0.12,0.64,18.22,0.56,0.13,0.36,0.64,""
2025-05-14,,"Lunch","Pasta, Whole-Wheat, Dry","150.00 g",528.00,0.61,0.33,13.04,1.31,0.42,,103.50,,,,0.69,2.10,43.50,0.75,5.43,192.00,4.47,514.50,651.00,116.40,9.00,4.46,110.06,13.80,85.13,4.11,,96.26,4.40,,0.54,1.70,0.64,0.00,0.11,1.59,,,,,,,,20.81,,,,,"Cereal Grains and Pasta"
2025-05-14,,"Lunch","Fixate, Natural Fruit Slice, Choc Berry","1.00 Bar",133.51,,,,,,,,,,,,,,,,,,,,,2.00,,22.70,7.60,,9.20,,15.10,4.60,,,,0.90,,,,,,,,,,,4.20,,,,,"Snacks"
2025-05-14,,"Dinner","Super Veggie","1.00 Serving",632.30,1.09,0.49,4.73,3.62,1.07,0.00,610.02,49.71,187.08,0.00,4.77,182.85,182.82,1.07,9.84,147.69,2.40,535.49,1658.21,7.71,93.79,4.81,91.24,17.55,49.66,18.35,0.00,73.53,19.44,0.00,11.13,4.60,2.75,0.02,0.81,3.71,0.42,0.89,1.30,2.16,2.15,0.35,1.51,32.38,1.15,0.32,0.83,1.61,""
2025-05-14,,"Dinner","Coles, Muesli Bar, Choc Chip","1.00 bar",114.03,,,,,,,,,,,,,,,,,,,,,14.88,,21.89,2.79,,5.80,,19.10,2.45,,0.96,0.50,0.99,0.02,,,,,,,,,,2.29,,,,,"Snacks"
2025-05-14,,"Dinner","Bread with Almond Butter and Banana","0.50 full recipe",245.87,0.04,0.23,0.85,0.17,0.09,0.00,11.36,0.43,4.21,0.00,2.66,0.24,56.16,0.19,1.55,87.81,0.73,87.25,243.96,0.18,143.51,1.76,31.31,5.89,1.42,10.60,3.97,25.37,11.55,0.00,5.43,2.00,1.06,0.00,0.01,1.98,0.04,0.12,0.15,0.29,0.11,0.03,0.23,8.63,0.13,0.03,0.12,0.18,""
2025-05-15,,"Breakfast","Bread with Peanut Butter and Banana","1.00 full recipe",478.01,0.09,0.06,4.73,0.62,0.30,0.00,38.70,0.73,9.35,0.00,3.03,0.17,53.89,0.21,2.28,153.48,0.73,124.76,427.71,1.32,298.07,2.43,57.13,11.01,3.93,16.65,2.53,46.04,22.68,0.00,8.39,4.10,4.16,0.02,0.03,3.98,0.08,0.22,0.21,0.53,0.25,0.09,0.41,20.09,0.18,0.08,0.27,0.28,""
2025-05-15,,"Breakfast","Nutty Pudding","1.00 full recipe",801.23,0.79,0.18,3.54,0.83,0.69,0.00,77.09,1.36,10.79,0.00,4.08,3.54,207.48,0.91,7.28,231.69,6.96,601.43,615.55,58.33,350.92,4.25,59.73,25.42,6.01,20.56,0.06,34.28,47.39,0.00,18.67,16.94,7.73,0.03,6.14,10.69,0.22,0.38,0.58,1.04,0.60,0.28,0.78,52.78,0.58,0.21,0.52,0.74,"Meals, Entrees, and Sidedishes"
2025-05-15,,"Breakfast","AM Supplements 05052025","1.00 full recipe",,7.50,4.50,65.00,7.50,7.50,2507.50,45.00,,215.00,1332.00,,100.00,333.33,,,,,,,,20.00,5.00,0.50,,,,,0.50,,,,,,,1.80,,,,,,1.00,,,,,,,,""
2025-05-15,,"Lunch","Lentil Bolognese","1.00 Serving",257.63,1.03,0.25,3.18,1.20,0.56,0.00,250.69,372.51,27.00,0.00,1.67,17.40,211.68,0.50,5.84,75.67,0.97,286.96,1006.07,5.38,454.61,2.11,47.37,14.67,18.16,9.52,0.00,32.50,2.05,0.00,0.22,0.60,0.22,0.00,0.08,0.31,0.19,0.36,0.57,0.93,0.88,0.12,0.64,18.22,0.56,0.13,0.36,0.64,""
2025-05-15,,"Lunch","Pasta, Whole-Wheat, Dry","100.00 g",352.00,0.41,0.22,8.69,0.87,0.28,,69.00,,,,0.46,1.40,29.00,0.50,3.62,128.00,2.98,343.00,434.00,77.60,6.00,2.97,73.37,9.20,56.75,2.74,,64.17,2.93,,0.36,1.14,0.43,0.00,0.07,1.06,,,,,,,,13.87,,,,,"Cereal Grains and Pasta"
2025-05-15,,"Dinner","Super Veggie","1.00 Serving",728.60,1.08,0.48,4.67,3.62,1.06,0.00,609.62,49.07,186.97,0.00,6.38,189.71,172.89,1.06,9.22,143.42,2.36,528.82,1637.32,7.27,92.20,4.75,90.74,17.42,49.66,18.31,0.00,73.16,30.64,0.00,19.33,5.77,4.32,0.04,0.89,4.79,0.42,0.88,1.30,2.16,2.15,0.35,1.50,32.14,1.15,0.32,0.83,1.61,""
2025-05-15,,"Dinner","Maple Syrup","3.00 tbsp",153.56,0.04,0.75,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.24,0.01,0.06,12.40,1.72,1.18,125.21,0.35,7.09,0.87,39.60,0.00,0.00,35.71,35.70,39.60,0.04,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,"Sweets"
2025-05-15,,"Dinner","Pancake, Whole Wheat, Homemade","3.00 each - 4"" diameter",327.55,0.28,0.25,2.59,0.80,0.19,0.59,26.67,67.67,0.05,45.14,1.36,17.88,421.38,0.21,2.57,73.23,1.61,374.59,307.82,21.38,1042.62,1.95,42.06,4.78,27.42,8.69,5.00,37.27,14.30,75.96,3.22,5.69,4.48,0.11,0.62,5.02,0.19,0.28,0.45,0.84,0.54,0.24,0.54,11.45,0.39,0.14,0.33,0.54,"Baked Products"
2025-05-15,,"Dinner","ABC, Peanut Butter, Crunchy","1.00 x 2.0 Tbsp",180.00,,,,,,,,0.00,0.00,,,,0.00,,0.72,,,,,,140.00,,9.00,2.00,,4.00,,7.00,15.00,0.00,,,2.50,0.00,,,,,,,,,,7.00,,,,,"Legumes and Legume Products"
2025-05-15,,"Dinner","PM Supplements 05052025","1.00 full recipe",,,,,,,,,,,,,,,,,150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2025-05-16,,"Breakfast","Bread with Peanut Butter and Banana","1.00 full recipe",478.01,0.09,0.06,4.73,0.62,0.30,0.00,38.70,0.73,9.35,0.00,3.03,0.17,53.89,0.21,2.28,153.48,0.73,124.76,427.71,1.32,298.07,2.43,57.13,11.01,3.93,16.65,2.53,46.04,22.68,0.00,8.39,4.10,4.16,0.02,0.03,3.98,0.08,0.22,0.21,0.53,0.25,0.09,0.41,20.09,0.18,0.08,0.27,0.28,""
2025-05-16,,"Breakfast","Overnight Oats","1.00 full recipe",729.15,0.68,0.55,2.19,1.89,0.30,0.00,62.82,14.09,0.59,0.00,2.77,3.73,114.91,0.83,6.63,234.80,6.24,726.23,796.44,48.06,13.34,5.24,135.64,20.54,89.04,20.31,11.90,115.05,12.18,0.00,4.21,4.98,2.02,0.00,0.16,4.82,0.70,0.45,0.82,1.56,1.01,0.34,1.06,21.87,0.63,0.30,0.62,1.10,""
2025-05-16,,"Lunch","Lentil Bolognese","1.00 Serving",257.63,1.03,0.25,3.18,1.20,0.56,0.00,250.69,372.51,27.00,0.00,1.67,17.40,211.68,0.50,5.84,75.67,0.97,286.96,1006.07,5.38,454.61,2.11,47.37,14.67,18.16,9.52,0.00,32.50,2.05,0.00,0.22,0.60,0.22,0.00,0.08,0.31,0.19,0.36,0.57,0.93,0.88,0.12,0.64,18.22,0.56,0.13,0.36,0.64,""
2025-05-16,,"Lunch","Potato Gnocchi","275.00 g",372.18,0.44,0.22,3.62,0.78,0.30,0.19,80.82,173.24,6.91,17.38,0.13,3.73,64.69,0.22,2.29,33.68,0.40,114.41,413.40,6.40,781.02,0.68,47.34,3.02,40.44,2.68,0.00,44.32,17.59,49.38,3.54,0.79,9.54,0.67,0.10,0.64,0.11,0.16,0.26,0.48,0.30,0.13,0.32,6.70,0.22,0.09,0.23,0.32,"Cereal Grains and Pasta"
2025-05-16,,"Lunch","Nutty Pudding","1.00 full recipe",801.23,0.79,0.18,3.54,0.83,0.69,0.00,77.09,1.36,10.79,0.00,4.08,3.54,207.48,0.91,7.28,231.69,6.96,601.43,615.55,58.33,350.92,4.25,59.73,25.42,6.01,20.56,0.06,34.28,47.39,0.00,18.67,16.94,7.73,0.03,6.14,10.69,0.22,0.38,0.58,1.04,0.60,0.28,0.78,52.78,0.58,0.21,0.52,0.74,"Meals, Entrees, and Sidedishes"
2025-05-16,,"Dinner","Bread with Almond Butter and Banana","0.50 full recipe",245.87,0.04,0.23,0.85,0.17,0.09,0.00,11.36,0.43,4.21,0.00,2.66,0.24,56.16,0.19,1.55,87.81,0.73,87.25,243.96,0.18,143.51,1.76,31.31,5.89,1.42,10.60,3.97,25.37,11.55,0.00,5.43,2.00,1.06,0.00,0.01,1.98,0.04,0.12,0.15,0.29,0.11,0.03,0.23,8.63,0.13,0.03,0.12,0.18,""
2025-05-16,,"Dinner","PM Supplements 05052025","1.00 full recipe",,,,,,,,,,,,,,,,,150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2025-05-17,,"Breakfast","Bread with Almond Butter and Banana","1.00 full recipe",491.74,0.08,0.46,1.70,0.34,0.17,0.00,22.72,0.87,8.41,0.00,5.33,0.47,112.31,0.38,3.11,175.63,1.45,174.49,487.92,0.37,287.02,3.52,62.62,11.78,2.84,21.21,7.93,50.74,23.10,0.00,10.87,3.99,2.11,0.00,0.02,3.97,0.08,0.24,0.31,0.58,0.23,0.06,0.46,17.26,0.26,0.07,0.24,0.37,""
2025-05-17,,"Breakfast","AM Supplements 05052025","1.00 full recipe",,7.50,4.50,65.00,7.50,7.50,2507.50,45.00,,215.00,1332.00,,100.00,333.33,,,,,,,,20.00,5.00,0.50,,,,,0.50,,,,,,,1.80,,,,,,1.00,,,,,,,,""
2025-05-17,,"Breakfast","Nutty Pudding","1.00 full recipe",801.23,0.79,0.18,3.54,0.83,0.69,0.00,77.09,1.36,10.79,0.00,4.08,3.54,207.48,0.91,7.28,231.69,6.96,601.43,615.55,58.33,350.92,4.25,59.73,25.42,6.01,20.56,0.06,34.28,47.39,0.00,18.67,16.94,7.73,0.03,6.14,10.69,0.22,0.38,0.58,1.04,0.60,0.28,0.78,52.78,0.58,0.21,0.52,0.74,"Meals, Entrees, and Sidedishes"
2025-05-17,,"Lunch","Protein Shake (Chocolate)","1.00 full recipe",212.63,,0.43,,,,1.00,,,,,1.50,,300.00,,,,,190.00,957.00,,440.00,,18.60,1.40,,14.50,14.00,17.20,4.70,0.00,2.30,1.00,1.00,0.00,,,,,,,,,,24.20,,,,,""
2025-05-17,,"Lunch","ASDA, Chicken Burgers, Breaded","2.00 serving (ovenbaked)",636.00,,,,,,,,,,,,,,,,,,,,,624.57,,40.75,2.67,,3.05,,38.08,41.89,,,,8.38,,,,,,,,,,,27.80,,,,,"Meals, Entrees, and Sidedishes"
2025-05-17,,"Dinner","PM Supplements 05052025","1.00 full recipe",,,,,,,,,,,,,,,,,150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2025-05-17,,"Dinner","Lentil Bolognese","1.50 Serving",386.44,1.55,0.37,4.77,1.80,0.85,0.01,376.04,558.76,40.49,0.00,2.51,26.09,317.52,0.75,8.76,113.50,1.45,430.43,1509.11,8.07,681.92,3.16,71.05,22.01,27.25,14.28,0.00,48.75,3.07,0.00,0.33,0.90,0.33,0.00,0.12,0.47,0.28,0.55,0.86,1.39,1.33,0.18,0.96,27.33,0.85,0.20,0.54,0.96,""
2025-05-17,,"Dinner","Pasta, Whole-Wheat, Dry","200.00 g",704.00,0.81,0.44,17.38,1.74,0.57,,138.00,,,,0.92,2.80,58.00,0.99,7.24,256.00,5.97,686.00,868.00,155.20,12.00,5.94,146.74,18.40,113.50,5.48,,128.34,5.86,,0.72,2.27,0.86,0.00,0.14,2.13,,,,,,,,27.74,,,,,"Cereal Grains and Pasta"
2025-05-18,,"Uncategorized","Arnott's, Milk Coffee Biscuits","1.00 x 3.0 biscuits",112.74,,,,,,,,,,,,,,,,,,,,,73.00,,19.50,,,6.00,,19.50,2.80,,,,1.40,,,,,,,,,,,1.70,,,,,"Sweets"
2025-05-18,,"Breakfast","Bread with Almond Butter and Banana","1.00 full recipe",491.74,0.08,0.46,1.70,0.34,0.17,0.00,22.72,0.87,8.41,0.00,5.33,0.47,112.31,0.38,3.11,175.63,1.45,174.49,487.92,0.37,287.02,3.52,62.62,11.78,2.84,21.21,7.93,50.74,23.10,0.00,10.87,3.99,2.11,0.00,0.02,3.97,0.08,0.24,0.31,0.58,0.23,0.06,0.46,17.26,0.26,0.07,0.24,0.37,""
2025-05-18,,"Breakfast","AM Supplements 05052025","1.00 full recipe",,7.50,4.50,65.00,7.50,7.50,2507.50,45.00,,215.00,1332.00,,100.00,333.33,,,,,,,,20.00,5.00,0.50,,,,,0.50,,,,,,,1.80,,,,,,1.00,,,,,,,,""
2025-05-18,,"Breakfast","Overnight Oats","0.50 full recipe",364.57,0.34,0.27,1.09,0.94,0.15,0.00,31.41,7.05,0.29,0.00,1.39,1.86,57.46,0.41,3.32,117.40,3.12,363.12,398.22,24.03,6.67,2.62,67.82,10.27,44.52,10.16,5.95,57.53,6.09,0.00,2.10,2.49,1.01,0.00,0.08,2.41,0.35,0.23,0.41,0.78,0.50,0.17,0.53,10.93,0.31,0.15,0.31,0.55,""
2025-05-18,,"Lunch","Pasta, Whole-Wheat, Dry","200.00 g",704.00,0.81,0.44,17.38,1.74,0.57,,138.00,,,,0.92,2.80,58.00,0.99,7.24,256.00,5.97,686.00,868.00,155.20,12.00,5.94,146.74,18.40,113.50,5.48,,128.34,5.86,,0.72,2.27,0.86,0.00,0.14,2.13,,,,,,,,27.74,,,,,"Cereal Grains and Pasta"
2025-05-18,,"Lunch","Lentil Bolognese","1.50 Serving",386.44,1.55,0.37,4.77,1.80,0.85,0.01,376.04,558.76,40.49,0.00,2.51,26.09,317.52,0.75,8.76,113.50,1.45,430.43,1509.11,8.07,681.92,3.16,71.05,22.01,27.25,14.28,0.00,48.75,3.07,0.00,0.33,0.90,0.33,0.00,0.12,0.47,0.28,0.55,0.86,1.39,1.33,0.18,0.96,27.33,0.85,0.20,0.54,0.96,""
2025-05-18,,"Lunch","Nutty Pudding","1.00 full recipe",801.23,0.79,0.18,3.54,0.83,0.69,0.00,77.09,1.36,10.79,0.00,4.08,3.54,207.48,0.91,7.28,231.69,6.96,601.43,615.55,58.33,350.92,4.25,59.73,25.42,6.01,20.56,0.06,34.28,47.39,0.00,18.67,16.94,7.73,0.03,6.14,10.69,0.22,0.38,0.58,1.04,0.60,0.28,0.78,52.78,0.58,0.21,0.52,0.74,"Meals, Entrees, and Sidedishes"
2025-05-18,,"Lunch","Woolworths, Dried Mango Slices","1.20 Serving",417.50,,,,,,,,,,,,,,,,,,,,,440.00,,102.80,6.40,,63.60,,96.40,0.80,,,,0.20,0.40,,,,,,,,,,1.60,,,,,"Fruits and Fruit Juices"
2025-05-18,,"Dinner","Caterers Selection, Spinach & Ricotta Gourmet Mini Savoury Rolls (Spinach & Ricotta)","1.00 serving",138.00,,,,,,,,,,,,,,,,,,,,,573.00,,56.00,,,0.15,,56.00,13.00,,,,1.70,,,,,,,,,,,17.00,,,,,"Baked Products"
2025-05-18,,"Dinner","Beef Soup with Noodles, Homemade","3.00 cup",608.53,0.47,0.47,7.41,1.02,0.51,3.21,180.98,386.17,6.87,32.50,1.07,24.58,111.67,0.31,5.11,73.89,0.59,362.10,767.48,55.50,3887.93,7.62,39.63,3.90,25.47,6.53,0.64,35.27,33.55,131.43,14.32,2.01,12.93,1.44,0.37,1.25,0.45,1.10,1.50,2.64,2.52,0.81,1.38,35.72,1.44,0.37,1.06,1.62,"Soups, Sauces, and Gravies"
2025-05-18,,"Dinner","PM Supplements 05052025","1.00 full recipe",,,,,,,,,,,,,,,,,150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2025-05-18,,"Dinner","Tea Supplement","1.00 full recipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,""
2025-05-19,,"Breakfast","AM Supplements 05052025","1.00 full recipe",,7.50,4.50,65.00,7.50,7.50,2507.50,45.00,,215.00,1332.00,,100.00,333.33,,,,,,,,20.00,5.00,0.50,,,,,0.50,,,,,,,1.80,,,,,,1.00,,,,,,,,""
